priority_rank,ID,risk_score,delay_severity,priority_score
67,28533,0.81255805,4,3.250232219696045
68,9013,0.7772788,4,3.1091151237487793
69,11409,0.776533,4,3.1061320304870605
70,20728,0.7739882,4,3.0959527492523193
71,15014,0.7662414,4,3.0649654865264893
72,16104,0.7551935,4,3.0207738876342773
73,1122,0.74626446,4,2.985057830810547
74,15700,0.74292326,4,2.9716930389404297
75,17143,0.71563804,4,2.8625521659851074
76,25054,0.9431911,3,2.829573333263397
77,27537,0.9394648,3,2.818394422531128
78,24398,0.93788266,3,2.813647985458374
79,17951,0.9346301,3,2.803890287876129
80,17809,0.9336951,3,2.8010852336883545
81,18095,0.9315189,3,2.794556736946106
82,27500,0.9308404,3,2.792521119117737
83,12217,0.9305459,3,2.7916377782821655
84,16377,0.92674965,3,2.7802489399909973
85,5593,0.92667526,3,2.7800257802009583
86,19983,0.92589766,3,2.777692973613739
87,11908,0.92456144,3,2.773684322834015
88,26580,0.92427725,3,2.7728317379951477
89,293,0.9238478,3,2.7715433835983276
90,3664,0.9236713,3,2.771013915538788
91,3641,0.9214155,3,2.7642465233802795
92,17586,0.92097735,3,2.762932062149048
93,22125,0.920266,3,2.760797917842865
94,13084,0.9201932,3,2.7605795860290527
95,18659,0.92002845,3,2.760085344314575
96,25570,0.91984135,3,2.7595240473747253
97,14861,0.91956264,3,2.758687913417816
98,28598,0.9192466,3,2.757739841938019
99,17156,0.9185357,3,2.7556071281433105
100,2472,0.9185251,3,2.7555752992630005
101,8822,0.91836816,3,2.7551044821739197
102,11473,0.91789615,3,2.7536884546279907
103,21640,0.9172594,3,2.7517781853675842
104,17077,0.9164321,3,2.749296247959137
105,2131,0.9161908,3,2.7485724091529846
106,11661,0.91538614,3,2.7461584210395813
107,18444,0.915039,3,2.7451170086860657
108,20676,0.9148368,3,2.7445104718208313
109,4863,0.9147332,3,2.744199514389038
110,1982,0.9143581,3,2.7430742383003235
111,534,0.91418356,3,2.7425506711006165
112,3590,0.91416365,3,2.7424909472465515
113,20399,0.9132676,3,2.739802837371826
114,9651,0.9129936,3,2.7389808297157288
115,15202,0.9119226,3,2.7357677221298218
116,17208,0.9113933,3,2.7341798543930054
117,19825,0.91060245,3,2.7318073511123657
118,3299,0.6827317,4,2.730926752090454
119,19259,0.9095111,3,2.7285332679748535
120,25163,0.90871215,3,2.7261364459991455
121,20690,0.9085503,3,2.72565096616745
122,18973,0.9068281,3,2.7204843163490295
123,14471,0.9046395,3,2.713918447494507
124,20336,0.9045671,3,2.713701367378235
125,22657,0.90456146,3,2.713684380054474
126,13905,0.9044128,3,2.7132384181022644
127,11073,0.9025053,3,2.707515835762024
128,16857,0.8999182,3,2.6997545957565308
129,9329,0.8995497,3,2.6986491680145264
130,23608,0.8987366,3,2.6962097883224487
131,9858,0.89647925,3,2.689437747001648
132,11198,0.896284,3,2.6888519525527954
133,14289,0.8958711,3,2.687613308429718
134,22473,0.8951987,3,2.6855961084365845
135,29177,0.89429206,3,2.682876169681549
136,7068,0.8941976,3,2.682592749595642
137,26395,0.8939047,3,2.6817140579223633
138,10024,0.89053845,3,2.6716153621673584
139,29945,0.8892942,3,2.6678826212882996
140,29977,0.8853188,3,2.655956447124481
141,17483,0.88398784,3,2.651963531970978
142,26775,0.88390297,3,2.6517089009284973
143,9191,0.8825036,3,2.6475108861923218
144,20225,0.88119,3,2.6435700058937073
145,4339,0.880665,3,2.6419950127601624
146,15425,0.88059443,3,2.64178329706192
147,17005,0.8804136,3,2.6412407755851746
148,17295,0.8803856,3,2.6411567330360413
149,4770,0.87932175,3,2.6379652619361877
150,19740,0.87365407,3,2.6209622025489807
151,6176,0.87281424,3,2.618442714214325
152,26917,0.8723778,3,2.6171334385871887
153,9147,0.8721925,3,2.6165775060653687
154,21167,0.8711202,3,2.613360643386841
155,26881,0.8666123,3,2.5998369455337524
156,11659,0.8638169,3,2.5914507508277893
157,16594,0.86072403,3,2.5821720957756042
158,27072,0.85003424,3,2.550102710723877
159,29478,0.8450002,3,2.5350006222724915
160,15753,0.84191984,3,2.525759518146515
161,24666,0.8394212,3,2.5182636380195618
162,16915,0.8240808,3,2.4722424745559692
163,29155,0.8239727,3,2.4719181060791016
164,8574,0.81918895,3,2.4575668573379517
165,5739,0.8180169,3,2.454050660133362
166,5486,0.81738186,3,2.452145576477051
167,10879,0.8101672,3,2.4305015802383423
168,18827,0.8031474,3,2.409442126750946
169,20339,0.7998787,3,2.399636149406433
170,17320,0.79830885,3,2.3949265480041504
171,29170,0.7977804,3,2.3933411836624146
172,26690,0.59822613,4,2.39290452003479
173,16881,0.79690015,3,2.3907004594802856
174,4190,0.7957005,3,2.387101471424103
175,2322,0.79449165,3,2.3834749460220337
176,24989,0.792113,3,2.376339018344879
177,3606,0.79000396,3,2.370011866092682
178,4094,0.78477645,3,2.3543293476104736
179,11814,0.7804471,3,2.3413413763046265
180,27628,0.78038687,3,2.3411605954170227
181,14752,0.7777524,3,2.3332571983337402
182,18914,0.7769784,3,2.3309351205825806
183,3303,0.7742189,3,2.322656750679016
184,27920,0.7734436,3,2.3203307390213013
185,14500,0.7728832,3,2.3186495304107666
186,3195,0.7677686,3,2.3033058643341064
187,21625,0.76639503,3,2.29918509721756
188,3157,0.76329035,3,2.289871037006378
189,3254,0.7601395,3,2.280418574810028
190,9306,0.756777,3,2.2703309655189514
191,5627,0.75648403,3,2.2694520950317383
192,11969,0.75404584,3,2.262137532234192
193,29805,0.7510059,3,2.2530176639556885
194,24914,0.75088984,3,2.2526695132255554
195,29310,0.7483067,3,2.244920074939728
196,9520,0.74321824,3,2.2296547293663025
197,13696,0.74284226,3,2.228526771068573
198,16595,0.7412061,3,2.2236183285713196
199,16247,0.73937905,3,2.2181371450424194
200,6974,0.73518527,3,2.20555579662323
201,13950,0.73254776,3,2.197643280029297
202,8974,0.73218364,3,2.1965509057044983
203,25728,0.73167485,3,2.19502454996109
204,16326,0.72856325,3,2.1856897473335266
205,16769,0.7282055,3,2.184616506099701
206,18513,0.7276249,3,2.1828746795654297
207,4325,0.7261786,3,2.178535759449005
208,19249,0.72615474,3,2.1784642338752747
209,20871,0.7211647,3,2.163494110107422
210,10265,0.7210478,3,2.1631434559822083
211,23910,0.71830624,3,2.1549187302589417
212,28521,0.71070033,3,2.132100999355316
213,16026,0.7062258,3,2.1186774373054504
214,23823,0.7017464,3,2.10523921251297
215,14304,0.70143926,3,2.104317784309387
216,1639,0.6999286,3,2.0997857451438904
217,25261,0.69964886,3,2.0989465713500977
218,22503,0.6984631,3,2.095389246940613
219,5236,0.69245887,3,2.0773766040802
220,18253,0.69008416,3,2.070252478122711
221,17282,0.6845909,3,2.0537726283073425
222,11914,0.6831877,3,2.04956316947937
223,29190,0.6685867,3,2.0057600140571594
224,1740,0.65368974,3,1.9610692262649536
225,8999,0.65329427,3,1.9598827958106995
226,1418,0.64285153,3,1.9285545945167542
227,28202,0.64263374,3,1.9279012084007263
228,25620,0.6402104,3,1.9206311702728271
229,17232,0.6360735,3,1.9082205891609192
230,12674,0.94641256,2,1.8928251266479492
231,20640,0.62730414,3,1.8819124102592468
232,14951,0.9394648,2,1.878929615020752
233,8468,0.93481183,2,1.8696236610412598
234,5751,0.93324345,2,1.86648690700531
235,21053,0.93078244,2,1.8615648746490479
236,10534,0.92909014,2,1.858180284500122
237,14543,0.9287667,2,1.8575334548950195
238,16210,0.9287295,2,1.8574589490890503
239,14082,0.92828995,2,1.8565798997879028
240,18006,0.927675,2,1.8553500175476074
241,3019,0.9276192,2,1.855238437652588
242,8798,0.92749214,2,1.8549842834472656
243,13865,0.9274052,2,1.854810357093811
244,25033,0.9268181,2,1.8536361455917358
245,11740,0.92589766,2,1.8517953157424927
246,17843,0.92585546,2,1.8517109155654907
247,9583,0.9258143,2,1.8516285419464111
248,18117,0.9255347,2,1.851069450378418
249,20725,0.9254515,2,1.850903034210205
250,8521,0.9254409,2,1.850881814956665
251,21274,0.92512816,2,1.850256323814392
252,19345,0.92489344,2,1.8497868776321411
253,3561,0.9247294,2,1.8494588136672974
254,17713,0.92472464,2,1.8494492769241333
255,8105,0.92405987,2,1.8481197357177734
256,17394,0.92374307,2,1.847486138343811
257,9661,0.9234939,2,1.8469878435134888
258,17909,0.92332274,2,1.846645474433899
259,17619,0.61551124,3,1.846533715724945
260,25197,0.92296416,2,1.8459283113479614
261,10468,0.92295474,2,1.8459094762802124
262,14981,0.92261386,2,1.8452277183532715
263,27665,0.9224207,2,1.8448413610458374
264,14221,0.92242026,2,1.8448405265808105
265,6551,0.61484957,3,1.8445487022399902
266,14162,0.61483353,3,1.8445006012916565
267,29571,0.9221578,2,1.8443156480789185
268,26507,0.9221046,2,1.8442091941833496
269,6918,0.9216547,2,1.8433094024658203
270,17807,0.9216467,2,1.8432934284210205
271,11994,0.9213284,2,1.8426568508148193
272,27054,0.9211688,2,1.8423376083374023
273,14806,0.92104167,2,1.8420833349227905
274,17044,0.9210283,2,1.8420566320419312
275,28636,0.92057043,2,1.841140866279602
276,5114,0.9205541,2,1.8411082029342651
277,18315,0.9205363,2,1.8410725593566895
278,17231,0.9204052,2,1.8408104181289673
279,9782,0.92037815,2,1.8407562971115112
280,2855,0.92002434,2,1.8400486707687378
281,14810,0.9199992,2,1.8399983644485474
282,7003,0.9198998,2,1.8397996425628662
283,23088,0.9196717,2,1.8393434286117554
284,12956,0.9196694,2,1.839338779449463
285,18726,0.91964954,2,1.8392990827560425
286,28975,0.91962755,2,1.8392550945281982
287,16478,0.91957533,2,1.8391506671905518
288,23705,0.9195464,2,1.8390928506851196
289,9677,0.9194058,2,1.8388116359710693
290,22689,0.91921914,2,1.8384382724761963
291,27222,0.91906464,2,1.8381292819976807
292,8324,0.9188319,2,1.8376637697219849
293,13697,0.9186228,2,1.8372455835342407
294,10823,0.91850865,2,1.837017297744751
295,4839,0.91846144,2,1.8369228839874268
296,9707,0.9183417,2,1.8366833925247192
297,5727,0.91831166,2,1.8366233110427856
298,6895,0.91814744,2,1.8362948894500732
299,13292,0.91814744,2,1.8362948894500732
300,26561,0.9181094,2,1.8362188339233398
301,4861,0.9180663,2,1.8361326456069946
302,14923,0.91804385,2,1.836087703704834
303,1497,0.9174981,2,1.834996223449707
304,6256,0.91709346,2,1.8341869115829468
305,9007,0.91681874,2,1.8336374759674072
306,7803,0.9167158,2,1.833431601524353
307,9287,0.9165134,2,1.8330267667770386
308,6636,0.9164882,2,1.8329763412475586
309,16093,0.91640675,2,1.8328135013580322
310,16765,0.9163827,2,1.8327653408050537
311,17486,0.9160593,2,1.8321186304092407
312,27651,0.9159952,2,1.831990361213684
313,19989,0.9159843,2,1.8319685459136963
314,16626,0.9158935,2,1.8317869901657104
315,22898,0.91585827,2,1.831716537475586
316,12347,0.9157556,2,1.8315112590789795
317,9273,0.9157152,2,1.831430435180664
318,12094,0.915436,2,1.8308720588684082
319,27217,0.91538006,2,1.83076012134552
320,10103,0.9151695,2,1.830338954925537
321,14331,0.91494346,2,1.8298869132995605
322,19698,0.9149153,2,1.8298306465148926
323,17414,0.9148237,2,1.829647421836853
324,23853,0.91469485,2,1.8293896913528442
325,12482,0.91449153,2,1.8289830684661865
326,4867,0.9142596,2,1.8285192251205444
327,15775,0.91417104,2,1.828342080116272
328,3246,0.9141526,2,1.8283052444458008
329,27846,0.9140427,2,1.8280854225158691
330,19043,0.9135304,2,1.8270608186721802
331,355,0.91339535,2,1.826790690422058
332,6727,0.9133244,2,1.8266488313674927
333,4660,0.9127928,2,1.8255856037139893
334,12370,0.9127118,2,1.8254235982894897
335,12067,0.9125184,2,1.8250367641448975
336,16527,0.9124754,2,1.8249508142471313
337,10831,0.9124329,2,1.8248658180236816
338,7693,0.91242945,2,1.8248589038848877
339,14472,0.91213655,2,1.8242731094360352
340,7877,0.91165805,2,1.8233160972595215
341,3513,0.9115905,2,1.8231810331344604
342,2542,0.9114326,2,1.8228652477264404
343,14797,0.91124433,2,1.8224886655807495
344,14570,0.91123956,2,1.8224791288375854
345,25186,0.9110167,2,1.822033405303955
346,17650,0.9108338,2,1.8216675519943237
347,3010,0.9106757,2,1.821351408958435
348,3594,0.9106106,2,1.8212212324142456
349,17175,0.9104215,2,1.820842981338501
350,5057,0.91018844,2,1.8203768730163574
351,15856,0.9100821,2,1.8201642036437988
352,2252,0.91005385,2,1.8201076984405518
353,91,0.90986335,2,1.8197267055511475
354,22567,0.9097964,2,1.819592833518982
355,18519,0.9097884,2,1.8195768594741821
356,3240,0.60624444,3,1.8187333345413208
357,7292,0.9077409,2,1.8154817819595337
358,9234,0.9072021,2,1.8144042491912842
359,400,0.9067394,2,1.8134788274765015
360,16464,0.9066659,2,1.8133318424224854
361,14341,0.90658367,2,1.8131673336029053
362,3854,0.90658146,2,1.813162922859192
363,17932,0.9064069,2,1.8128137588500977
364,20273,0.90636957,2,1.8127391338348389
365,28582,0.90636426,2,1.8127285242080688
366,1429,0.90588695,2,1.8117738962173462
367,2707,0.90540147,2,1.810802936553955
368,9111,0.90535104,2,1.8107020854949951
369,24939,0.9049941,2,1.8099881410598755
370,2072,0.9047558,2,1.8095115423202515
371,6927,0.90467566,2,1.8093513250350952
372,15955,0.9045276,2,1.809055209159851
373,4609,0.9044327,2,1.8088654279708862
374,15862,0.90422,2,1.8084399700164795
375,24970,0.9041727,2,1.8083454370498657
376,23360,0.90405715,2,1.8081142902374268
377,1774,0.9038641,2,1.8077281713485718
378,3349,0.9035977,2,1.8071954250335693
379,28482,0.9034669,2,1.8069337606430054
380,8401,0.90344465,2,1.806889295578003
381,15594,0.90342057,2,1.8068411350250244
382,27191,0.9032843,2,1.8065686225891113
383,21004,0.9029459,2,1.805891752243042
384,4209,0.9029162,2,1.8058323860168457
385,15170,0.9028536,2,1.8057072162628174
386,9551,0.9024708,2,1.8049416542053223
387,6062,0.9024228,2,1.8048455715179443
388,15034,0.902414,2,1.8048280477523804
389,28645,0.901992,2,1.8039840459823608
390,22417,0.90173036,2,1.803460717201233
391,10696,0.90167594,2,1.803351879119873
392,22863,0.90129864,2,1.8025972843170166
393,911,0.90122235,2,1.8024446964263916
394,260,0.90090823,2,1.801816463470459
395,26926,0.90074754,2,1.80149507522583
396,20886,0.9006033,2,1.8012065887451172
397,19179,0.90032595,2,1.8006519079208374
398,26455,0.89982224,2,1.7996444702148438
399,20597,0.89977,2,1.7995400428771973
400,12997,0.89888597,2,1.79777193069458
401,27231,0.8988849,2,1.7977697849273682
402,2418,0.89887816,2,1.797756314277649
403,20893,0.89853495,2,1.7970699071884155
404,15844,0.89826417,2,1.7965283393859863
405,3152,0.89801973,2,1.7960394620895386
406,8391,0.89794225,2,1.7958844900131226
407,12275,0.8979159,2,1.7958317995071411
408,16705,0.89774776,2,1.7954955101013184
409,13893,0.8976524,2,1.795304775238037
410,7146,0.8974316,2,1.794863224029541
411,898,0.8966634,2,1.7933268547058105
412,21973,0.89623076,2,1.7924615144729614
413,4048,0.8961715,2,1.792343020439148
414,19523,0.89602935,2,1.7920587062835693
415,3951,0.89598227,2,1.7919645309448242
416,17775,0.8959701,2,1.7919402122497559
417,20993,0.895818,2,1.7916359901428223
418,12542,0.89568496,2,1.791369915008545
419,19638,0.8953965,2,1.7907929420471191
420,15586,0.89506257,2,1.7901251316070557
421,28801,0.89494646,2,1.7898929119110107
422,24342,0.8948637,2,1.7897274494171143
423,17847,0.8948171,2,1.7896342277526855
424,7661,0.89453393,2,1.7890678644180298
425,11739,0.89451236,2,1.7890247106552124
426,2244,0.89336985,2,1.786739706993103
427,9631,0.8933593,2,1.7867186069488525
428,14764,0.8930564,2,1.7861127853393555
429,25388,0.8929949,2,1.785989761352539
430,25253,0.892489,2,1.7849780321121216
431,4704,0.89190423,2,1.7838084697723389
432,26023,0.8918041,2,1.7836081981658936
433,6000,0.89120096,2,1.7824019193649292
434,22543,0.89108735,2,1.7821747064590454
435,27035,0.8900552,2,1.7801103591918945
436,14552,0.8900185,2,1.7800370454788208
437,29748,0.8899985,2,1.7799969911575317
438,19486,0.889884,2,1.7797679901123047
439,26786,0.889875,2,1.7797499895095825
440,20465,0.88971657,2,1.7794331312179565
441,10143,0.88957256,2,1.7791451215744019
442,9272,0.88898355,2,1.777967095375061
443,4680,0.888753,2,1.7775059938430786
444,8341,0.8886755,2,1.7773510217666626
445,3004,0.88863426,2,1.7772685289382935
446,7475,0.8886029,2,1.7772058248519897
447,10937,0.88841593,2,1.776831865310669
448,20803,0.8879555,2,1.7759109735488892
449,124,0.88793135,2,1.775862693786621
450,6130,0.88791883,2,1.7758376598358154
451,10141,0.59190786,3,1.7757235765457153
452,17924,0.8877413,2,1.7754826545715332
453,7417,0.8871038,2,1.774207592010498
454,15118,0.8870703,2,1.7741405963897705
455,18760,0.8862669,2,1.7725337743759155
456,13093,0.88601935,2,1.7720386981964111
457,6290,0.88592476,2,1.771849513053894
458,27884,0.8852263,2,1.770452618598938
459,6991,0.8852151,2,1.7704302072525024
460,21050,0.88503623,2,1.7700724601745605
461,15923,0.8846266,2,1.7692532539367676
462,1000,0.88457614,2,1.769152283668518
463,27704,0.88433546,2,1.768670916557312
464,4935,0.88421696,2,1.768433928489685
465,15868,0.88414234,2,1.7682846784591675
466,12354,0.8837715,2,1.7675429582595825
467,14099,0.88339245,2,1.766784906387329
468,24751,0.8833236,2,1.766647219657898
469,146,0.58884317,3,1.7665295004844666
470,19546,0.88324577,2,1.7664915323257446
471,29016,0.88318336,2,1.766366720199585
472,20978,0.8830531,2,1.7661062479019165
473,11818,0.8827985,2,1.7655969858169556
474,4510,0.88272405,2,1.7654480934143066
475,8469,0.88243043,2,1.7648608684539795
476,12706,0.8820787,2,1.7641574144363403
477,10587,0.8814366,2,1.7628731727600098
478,6020,0.88127404,2,1.7625480890274048
479,1521,0.88099766,2,1.7619953155517578
480,18540,0.88081187,2,1.761623740196228
481,24768,0.8801807,2,1.7603614330291748
482,19102,0.8801096,2,1.7602192163467407
483,20723,0.88004386,2,1.7600877285003662
484,10271,0.8795442,2,1.759088397026062
485,6592,0.8794393,2,1.7588785886764526
486,28634,0.8793668,2,1.7587336301803589
487,25286,0.879253,2,1.758505940437317
488,4350,0.8791863,2,1.7583725452423096
489,18837,0.87910867,2,1.7582173347473145
490,9319,0.87909865,2,1.75819730758667
491,27179,0.8781545,2,1.7563090324401855
492,17620,0.8781496,2,1.7562992572784424
493,1358,0.8780842,2,1.7561683654785156
494,28243,0.8777234,2,1.7554467916488647
495,11346,0.8773461,2,1.7546921968460083
496,2004,0.87724197,2,1.754483938217163
497,24014,0.8769981,2,1.7539962530136108
498,4789,0.87682754,2,1.7536550760269165
499,16303,0.87678236,2,1.753564715385437
500,26750,0.87591773,2,1.7518354654312134
501,24025,0.8758159,2,1.7516318559646606
502,15827,0.8757248,2,1.7514495849609375
503,2279,0.8753481,2,1.7506961822509766
504,15564,0.87520593,2,1.750411868095398
505,13453,0.87508386,2,1.750167727470398
506,29717,0.87500167,2,1.7500033378601074
507,12132,0.8745186,2,1.7490371465682983
508,5737,0.8743977,2,1.7487953901290894
509,13051,0.87435615,2,1.7487123012542725
510,14072,0.8742955,2,1.7485909461975098
511,18093,0.8741466,2,1.748293161392212
512,16456,0.87409985,2,1.748199701309204
513,25852,0.8739114,2,1.7478227615356445
514,17375,0.8737588,2,1.7475175857543945
515,26359,0.873647,2,1.7472939491271973
516,28058,0.8734884,2,1.7469768524169922
517,26485,0.87346876,2,1.7469375133514404
518,20742,0.87323844,2,1.7464768886566162
519,27277,0.87305784,2,1.7461156845092773
520,676,0.8728725,2,1.7457449436187744
521,15960,0.87263674,2,1.745273470878601
522,14023,0.87256765,2,1.7451353073120117
523,16634,0.8725397,2,1.7450793981552124
524,26774,0.87230897,2,1.7446179389953613
525,18695,0.87220794,2,1.7444158792495728
526,4276,0.8720576,2,1.7441152334213257
527,16192,0.87198526,2,1.743970513343811
528,15891,0.8718418,2,1.7436835765838623
529,4720,0.8717671,2,1.7435342073440552
530,21901,0.8717648,2,1.7435295581817627
531,11212,0.8717318,2,1.7434636354446411
532,23828,0.87165165,2,1.7433032989501953
533,11241,0.87163734,2,1.7432746887207031
534,2301,0.8715833,2,1.7431665658950806
535,27624,0.87084943,2,1.7416988611221313
536,27702,0.8700414,2,1.7400827407836914
537,15317,0.86997193,2,1.7399438619613647
538,24449,0.86995065,2,1.7399013042449951
539,10554,0.86987066,2,1.739741325378418
540,4844,0.86985064,2,1.739701271057129
541,6622,0.86984456,2,1.7396891117095947
542,6229,0.8697142,2,1.7394284009933472
543,19687,0.86901927,2,1.7380385398864746
544,10067,0.86901927,2,1.7380385398864746
545,16992,0.8689749,2,1.7379498481750488
546,21536,0.8689196,2,1.7378392219543457
547,15422,0.8687216,2,1.737443208694458
548,16460,0.8686089,2,1.7372177839279175
549,5097,0.86854964,2,1.737099289894104
550,14474,0.8684129,2,1.7368258237838745
551,16613,0.86809367,2,1.7361873388290405
552,29710,0.57865816,3,1.7359744906425476
553,17582,0.8678735,2,1.73574697971344
554,8789,0.86771315,2,1.7354263067245483
555,3243,0.8675426,2,1.7350852489471436
556,371,0.867398,2,1.7347960472106934
557,14647,0.8673342,2,1.7346683740615845
558,19030,0.8672854,2,1.7345707416534424
559,26102,0.8672854,2,1.7345707416534424
560,19285,0.86700445,2,1.7340089082717896
561,29057,0.86690366,2,1.7338073253631592
562,27499,0.8668025,2,1.7336050271987915
563,3695,0.86675256,2,1.733505129814148
564,14758,0.86649424,2,1.7329884767532349
565,8426,0.8664855,2,1.732970952987671
566,11262,0.86627126,2,1.7325425148010254
567,14252,0.8660618,2,1.732123613357544
568,14114,0.8659481,2,1.731896162033081
569,18455,0.8655183,2,1.7310365438461304
570,17497,0.8651526,2,1.7303051948547363
571,18537,0.8650687,2,1.7301373481750488
572,7350,0.86474824,2,1.7294964790344238
573,5135,0.8645976,2,1.729195237159729
574,7617,0.8643955,2,1.7287909984588623
575,11038,0.8643139,2,1.7286278009414673
576,5629,0.86424166,2,1.7284833192825317
577,20944,0.8639009,2,1.72780179977417
578,12533,0.86372304,2,1.7274460792541504
579,12604,0.8636592,2,1.7273184061050415
580,6494,0.86347353,2,1.7269470691680908
581,6342,0.8632465,2,1.726493000984192
582,12610,0.86302865,2,1.7260572910308838
583,28749,0.8628854,2,1.7257708311080933
584,8118,0.862838,2,1.7256759405136108
585,27850,0.8627973,2,1.7255946397781372
586,17570,0.86247003,2,1.7249400615692139
587,28150,0.8624484,2,1.724896788597107
588,21703,0.8623931,2,1.7247861623764038
589,28454,0.8622415,2,1.7244830131530762
590,27749,0.86191887,2,1.7238377332687378
591,29738,0.8616179,2,1.723235845565796
592,6077,0.8614478,2,1.722895622253418
593,24628,0.8613896,2,1.7227791547775269
594,26686,0.86109036,2,1.722180724143982
595,17051,0.8609047,2,1.7218093872070312
596,25299,0.8607508,2,1.7215015888214111
597,10330,0.86058205,2,1.7211641073226929
598,13773,0.8603219,2,1.7206437587738037
599,24155,0.8603173,2,1.7206345796585083
600,4915,0.85982895,2,1.7196578979492188
601,21312,0.85980636,2,1.719612717628479
602,6753,0.85881275,2,1.7176254987716675
603,2122,0.8586459,2,1.7172918319702148
604,25996,0.8585997,2,1.717199444770813
605,23822,0.8585972,2,1.7171944379806519
606,25679,0.858459,2,1.7169179916381836
607,5978,0.8579391,2,1.7158782482147217
608,13391,0.8568267,2,1.7136534452438354
609,4105,0.8565768,2,1.713153600692749
610,10740,0.8564821,2,1.7129641771316528
611,25406,0.57065827,3,1.7119747996330261
612,27926,0.8554854,2,1.7109707593917847
613,17725,0.8550051,2,1.7100101709365845
614,21635,0.85476226,2,1.7095245122909546
615,17062,0.854413,2,1.708825945854187
616,16027,0.8541433,2,1.7082866430282593
617,6338,0.85320055,2,1.7064011096954346
618,2861,0.8530323,2,1.7060645818710327
619,11099,0.85302824,2,1.7060564756393433
620,4708,0.8523326,2,1.704665184020996
621,3872,0.8520658,2,1.7041316032409668
622,9594,0.85192543,2,1.7038508653640747
623,19453,0.85172516,2,1.703450322151184
624,14366,0.85126996,2,1.7025399208068848
625,13527,0.85115653,2,1.7023130655288696
626,752,0.85101515,2,1.7020303010940552
627,20239,0.8506941,2,1.7013882398605347
628,25983,0.8502153,2,1.7004306316375732
629,15546,0.84911895,2,1.6982378959655762
630,21002,0.8487963,2,1.6975926160812378
631,1244,0.8487835,2,1.6975669860839844
632,24685,0.84866834,2,1.6973366737365723
633,21810,0.847587,2,1.695173978805542
634,3917,0.8475039,2,1.6950078010559082
635,6964,0.84716463,2,1.6943292617797852
636,21673,0.84704,2,1.6940799951553345
637,12269,0.8464878,2,1.692975640296936
638,6066,0.84645563,2,1.6929112672805786
639,8091,0.84583575,2,1.6916714906692505
640,27852,0.8447381,2,1.6894762516021729
641,7786,0.8447132,2,1.6894264221191406
642,10365,0.8430062,2,1.6860123872756958
643,24220,0.5617925,3,1.6853774785995483
644,2643,0.5613996,3,1.6841987371444702
645,14980,0.8415371,2,1.6830742359161377
